0,3.375
0.00020002,3.37454
0.00040004,3.37397
0.00060006,3.37351
0.00080008,3.37307
0.0010001,3.37262
0.00120012,3.37224
0.00140014,3.37173
0.00160016,3.37138
0.00180018,3.3709
0.0020002,3.37036
0.00220022,3.36995
0.00240024,3.36946
0.00260026,3.36909
0.00280028,3.36855
0.0030003,3.36808
0.00320032,3.36752
0.00340034,3.36718
0.00360036,3.36672
0.00380038,3.36626
0.0040004,3.36576
0.00420042,3.36534
0.00440044,3.36486
0.00460046,3.3644
0.00480048,3.36386
0.0050005,3.36329
0.00520052,3.36295
0.00540054,3.36254
0.00560056,3.36216
0.00580058,3.36183
0.0060006,3.36142
0.00620062,3.36087
0.00640064,3.36041
0.00660066,3.35992
0.00680068,3.35944
0.0070007,3.35903
0.00720072,3.35867
0.00740074,3.35808
0.00760076,3.35755
0.00780078,3.3572
0.0080008,3.35667
0.00820082,3.35627
0.00840084,3.35569
0.00860086,3.35521
0.00880088,3.35486
0.0090009,3.35425
0.00920092,3.35393
0.00940094,3.35361
0.00960096,3.35316
0.00980098,3.35287
0.010001,3.35252
0.010201,3.35211
0.010401,3.35158
0.0106011,3.35105
0.0108011,3.35067
0.0110011,3.35022
0.0112011,3.34975
0.0114011,3.34926
0.0116012,3.3489
0.0118012,3.34831
0.0120012,3.34798
0.0122012,3.34757
0.0124012,3.34699
0.0126013,3.34654
0.0128013,3.34599
0.0130013,3.34554
0.0132013,3.34509
0.0134013,3.3446
0.0136014,3.34422
0.0138014,3.34374
0.0140014,3.34333
0.0142014,3.34279
0.0144014,3.34239
0.0146015,3.34191
0.0148015,3.34145
0.0150015,3.3409
0.0152015,3.3404
0.0154015,3.33996
0.0156016,3.33937
0.0158016,3.33894
0.0160016,3.33851
0.0162016,3.33806
0.0164016,3.33764
0.0166017,3.33707
0.0168017,3.33646
0.0170017,3.33611
0.0172017,3.33573
0.0174017,3.33533
0.0176018,3.33482
0.0178018,3.33433
0.0180018,3.3339
0.0182018,3.33348
0.0184018,3.33287
0.0186019,3.3324
0.0188019,3.33193
0.0190019,3.33156
0.0192019,3.33118
0.0194019,3.33062
0.019602,3.33023
0.019802,3.32976
0.020002,3.3293
0.020202,3.32886
0.020402,3.32845
0.0206021,3.32795
0.0208021,3.32737
0.0210021,3.32692
0.0212021,3.32653
0.0214021,3.32613
0.0216022,3.32573
0.0218022,3.32523
0.0220022,3.32471
0.0222022,3.3243
0.0224022,3.32384
0.0226023,3.32337
0.0228023,3.3229
0.0230023,3.32247
0.0232023,3.32198
0.0234023,3.32148
0.0236024,3.32103
0.0238024,3.3205
0.0240024,3.32012
0.0242024,3.31959
0.0244024,3.3191
0.0246025,3.31862
0.0248025,3.31825
0.0250025,3.31786
0.0252025,3.3174
0.0254025,3.31701
0.0256026,3.31662
0.0258026,3.31622
0.0260026,3.31575
0.0262026,3.31532
0.0264026,3.31484
0.0266027,3.31433
0.0268027,3.31395
0.0270027,3.31354
0.0272027,3.313
0.0274027,3.31252
0.0276028,3.31204
0.0278028,3.31153
0.0280028,3.3111
0.0282028,3.31079
0.0284028,3.31041
0.0286029,3.31009
0.0288029,3.30959
0.0290029,3.30905
0.0292029,3.30863
0.0294029,3.30815
0.029603,3.30779
0.029803,3.30727
0.030003,3.30681
0.030203,3.30648
0.030403,3.30615
0.0306031,3.30566
0.0308031,3.3052
0.0310031,3.3049
0.0312031,3.30438
0.0314031,3.30379
0.0316032,3.30345
0.0318032,3.30293
0.0320032,3.3026
0.0322032,3.30214
0.0324032,3.30174
0.0326033,3.30136
0.0328033,3.30096
0.0330033,3.3004
0.0332033,3.29998
0.0334033,3.29938
0.0336034,3.29908
0.0338034,3.29849
0.0340034,3.29807
0.0342034,3.29766
0.0344034,3.29731
0.0346035,3.29693
0.0348035,3.29649
0.0350035,3.29609
0.0352035,3.29557
0.0354035,3.29514
