0,3.375
0.00020002,3.37463
0.00040004,3.37429
0.00060006,3.37392
0.00080008,3.37352
0.0010001,3.37318
0.00120012,3.37282
0.00140014,3.37246
0.00160016,3.37213
0.00180018,3.37176
0.0020002,3.37141
0.00220022,3.37107
0.00240024,3.37073
0.00260026,3.37036
0.00280028,3.37003
0.0030003,3.36965
0.00320032,3.36935
0.00340034,3.36902
0.00360036,3.36871
0.00380038,3.3684
0.0040004,3.36805
0.00420042,3.36769
0.00440044,3.36736
0.00460046,3.36704
0.00480048,3.36675
0.0050005,3.36641
0.00520052,3.36606
0.00540054,3.36569
0.00560056,3.36532
0.00580058,3.365
0.0060006,3.36467
0.00620062,3.36436
0.00640064,3.364
0.00660066,3.36368
0.00680068,3.36333
0.0070007,3.36302
0.00720072,3.36269
0.00740074,3.36241
0.00760076,3.36209
0.00780078,3.36171
0.0080008,3.36136
0.00820082,3.36102
0.00840084,3.36067
0.00860086,3.36034
0.00880088,3.36003
0.0090009,3.35976
0.00920092,3.35944
0.00940094,3.35909
0.00960096,3.3587
0.00980098,3.35839
0.010001,3.358
0.010201,3.35771
0.010401,3.35743
0.0106011,3.35707
0.0108011,3.35677
0.0110011,3.35642
0.0112011,3.35607
0.0114011,3.35571
0.0116012,3.35535
0.0118012,3.35501
0.0120012,3.35469
0.0122012,3.35434
0.0124012,3.35402
0.0126013,3.35367
0.0128013,3.35337
0.0130013,3.35297
0.0132013,3.35264
0.0134013,3.35226
0.0136014,3.35194
0.0138014,3.35158
0.0140014,3.35126
0.0142014,3.35094
0.0144014,3.35061
0.0146015,3.35031
0.0148015,3.34996
0.0150015,3.34961
0.0152015,3.34928
0.0154015,3.34898
0.0156016,3.34864
0.0158016,3.34828
0.0160016,3.34796
0.0162016,3.34763
0.0164016,3.34729
0.0166017,3.34696
0.0168017,3.34663
0.0170017,3.34632
0.0172017,3.34598
0.0174017,3.34565
0.0176018,3.34529
0.0178018,3.345
0.0180018,3.34465
0.0182018,3.3443
0.0184018,3.34399
0.0186019,3.34366
0.0188019,3.34333
0.0190019,3.343
0.0192019,3.34262
